Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
..Mullet (Kapak),....Aurora,2,..,..,3,3,3,4,4,3.5,3.5,4,3.65,3.64,3,3.65,4,4.2,4.09,3,3.4,3.35,3.04,2,4.3,3.54,5.2,5.61,3.98,3.54,3.49,4.69,3.81,2.58,3.13,5.02,4.08,2.04,3.68,4.57,4.92,2.18,2.94,5.24,4.55,2.71,2.74,6.25,4.6,3.06,2.28,6.83,4.72,3.12,2.25,6.52,4.71,3.19,2,5.66,4.8,2.43,2.05,2.3,2.46,2.2,1.93,2.09,2.48,1.17,0.99,2,0.85,0.81,0.89,1.59,0.71,2.59,..,..,..
..Mullet (Kapak),....Bataan,168,97,139,144,183,134,173,187,226.04,138.53,276.27,238.86,189.13,128.63,294,243.04,210.77,193.94,267.24,240.6,253.69,233.61,305.86,279.39,254.66,207.94,284.6,112.54,169.43,123,195.22,100.98,167.92,118.89,184.78,137.71,161.57,121.78,198.99,160.42,175.23,173.92,185.45,155.84,170.66,174.58,179.27,170.37,166.38,163.24,185.22,164.59,167.57,171.67,154.09,159.57,220.81,381.8,196.53,238.4,579.59,407.84,394.06,384.99,919.58,617.61,660.47,644.23,583.53,934.43,549.41,1234.63,936.34,996.32,660.49,1147.34,818.39,..,..,..
..Mullet (Kapak),....Bulacan,47,59,31,65,48,62,31,33,48,62,28,34,79.75,76.57,96,109,120,93,70,81.5,130.33,87.07,77.1,102.8,126,112.55,63.17,54.14,89.83,72.63,49.5,36.41,61.79,74.76,61.78,61.17,75.97,31.25,43.14,49.36,37.6,30.01,28,33.84,41.1,34.83,23.03,42.8,47.92,53.72,22.89,38.47,31.42,69.13,29.66,183.89,16.32,31.02,66.7,110.21,51.33,34.59,18.89,40.03,25.59,89.64,14.2,26,2.89,131.32,9.06,20.42,6.04,7.83,15.32,34.98,14.02,..,..,..
..Mullet (Kapak),....Nueva Ecija,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mullet (Kapak),....Pampanga,10,12,8,9,11,13,9,10,12.47,14.9,8.51,11.04,14.99,21.08,28.5,40.88,39.55,25.51,37.47,40.58,42.25,36.19,37.64,42.52,40.29,33.83,34.34,44,37.19,35.09,29.12,43.41,29.82,29.14,29.08,44.6,33.62,29.33,32.83,41.88,32.1,36.23,27.66,37.97,32.08,33.76,30.21,35.38,31.27,32.06,31.98,32.52,31.88,29.64,28.03,29.38,22.73,28.14,22.44,27.93,24.23,30.09,21.78,29.1,26.16,30.27,20.01,31.93,24.45,32.31,28.97,79.38,54.43,40.68,29.59,31.38,22.44,..,..,..
..Mullet (Kapak),....Tarlac,..,..,..,..,..,..,..,..,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.96,22.66,26.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mullet (Kapak),....Zambales,..,..,..,..,..,..,..,..,..,..,..,..,0.01,..,..,..,..,..,..,..,4.29,0.15,..,..,2.64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.48,..,..,..,..,..,..,..,..,..,..,..,..,..,0.43,..,..,..,..,..,..,..,..,..,1.87,1.05,1.59,1.99,4.7,1.7,1,4.3,9.51,15.52,35.41,..,..,..
..Mullet (Kapak),..Region IV-A (CALABARZON),143,141,73,15,16,125,65,24,3.31,75.61,49.2,16.8,4,31.61,34.38,13.27,7.12,10.6,1.01,10.23,10.66,28.5,13.39,60.32,0.3,5.79,27.03,33.34,5.99,1.83,3.1,4.02,16.05,14.1,12.87,10.24,97.77,5.08,2.17,82.28,53.81,44.84,26.93,71.69,34.2,42.56,11.98,48.69,52.03,8.97,6.96,21.46,3.49,6.97,23.28,18.47,43.79,108.18,73.17,225.86,29.53,59.65,234.52,27.82,44.57,68.32,29.93,47.55,30.34,231.27,58.46,46.37,40.28,15.5,30.21,19.7,22.07,..,..,..
..Mullet (Kapak),....Batangas,99,88,59,10,..,97,51,..,..,73,41,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.04,..,..,..,..,..,..,3.29,..,1.6,..,5.12,15.62,4.39,5.83,5.67,4.46,3.88,4.1,8.22,0.85,2.58,4.42,3.22,6.85,7.07,4.53,8.52,15.34,5.3,3.16,5.14,15.62,15.95,3.86,5.23,16.34,9.16,18.6,3.56,20.31,23.97,17.46,2.07,6.71,19.83,8.6,4.44,..,..,..
..Mullet (Kapak),....Cavite,11,13,6,3,1,2,14,12,2,2.07,8.2,5.4,4,8.34,3.4,13,3.55,10.6,1,3,6.54,12.66,12.76,15.15,0.25,5.78,1.99,1.5,5.04,0.77,3.05,3.88,14.93,14.06,12.82,10.15,48.78,5.04,0.31,54.62,30.39,11.26,2.87,39.32,28.37,14.57,8.01,22.68,30.12,6.2,4.34,11.69,..,0.1,16.21,13.58,14.23,3.76,5.59,6.9,24.39,0.58,8.85,23.91,16.51,15.18,6.04,14.71,26.78,19.75,34.31,26.7,14.09,6.59,10.38,11.1,17.63,..,..,..
..Mullet (Kapak),....Laguna,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mullet (Kapak),....Quezon,33,40,8,2,15,26,..,12,1.31,0.54,..,11.4,..,6.27,30.98,0.27,3.57,..,0.01,7.23,4.12,15.84,0.63,45.17,0.05,0.01,25.04,31.84,0.95,1.02,0.05,0.14,1.12,0.04,0.05,0.09,45.7,0.04,0.26,27.66,18.3,17.96,19.67,26.54,0.16,23.53,0.09,21.91,13.69,1.92,0.04,5.35,0.27,0.02,..,0.36,21.04,89.08,62.28,215.8,..,43.45,209.72,0.05,22.83,36.8,14.73,14.24,..,191.21,0.18,2.21,24.12,2.2,..,..,..,..,..,..
..Mullet (Kapak),....Rizal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mullet (Kapak),..MIMAROPA Region,391,388,116,47,116,308,111,63,219.35,364.16,113.69,55.97,151.52,384.62,120.99,87.44,161.13,560.54,136.92,89.97,142.71,548.95,147.4,177.05,146.45,522.66,545.08,67.58,200.05,468.14,438.16,95.6,159.75,445.38,344.8,112.9,156.07,710.03,321.85,111.86,260.16,460.7,235.04,148.89,333.23,263.71,182.69,171.8,244.17,204.35,310.05,203.25,340.86,429.79,443.02,131.64,406.16,304.57,369.07,125.91,398.82,379.62,585.43,204.27,310.88,247.78,353.16,424.93,282.78,282.41,240.64,457.62,368.13,290.17,237.91,323.73,399.38,..,..,..
..Mullet (Kapak),....Marinduque,16,5,13,13,16,6,13,8,16.89,6.79,11.79,7.14,17.34,7.22,12,5.84,18.15,7.11,11.81,5.4,18.84,6.48,15.37,6.96,16.48,6.71,12.64,7.25,14.18,7.61,10.28,7.55,15.47,9.73,11.7,8.73,15.02,11.86,11.85,10.67,18,14.01,10.49,14.07,19.48,14.52,10.44,15.84,24.85,15.26,8.75,15.14,24.28,17.22,9.54,15.64,17.55,15,11.99,1.39,19.85,18.38,11.44,1.59,18.06,14.48,11.72,1.77,23.57,8.45,8.74,1.98,21.71,5.53,7.68,2.46,25.1,..,..,..
..Mullet (Kapak),....Occidental Mindoro,13,17,13,1,14,12,9,2,11.85,12.8,9.9,2.86,15.3,14.66,19.63,26.56,21.05,23.72,17.54,38.66,25.65,28.97,19.73,35.33,25.11,34.13,22.47,30.26,26.76,30.85,20.82,30.18,28.79,31.77,21.3,31.48,27.19,29.51,20.2,33,29.45,29.01,19.88,33.09,30.65,31.1,19.36,36.95,40.4,31.44,21.26,35.14,41.84,31.86,21.39,35.48,41.89,28.82,21.16,34.49,20.22,26.61,20.57,28.84,19.77,22.18,17.26,18.64,31.09,17.66,33.76,14.57,24.35,16.82,21.34,20.41,39.43,..,..,..
..Mullet (Kapak),....Oriental Mindoro,33,15,30,..,36,12,28,3,35,8,25,4,30,6,23,3,27,5,15,2,22,4.52,18.55,2.32,19.88,4.54,16.07,2.84,16.21,4.47,15.32,2.33,15.12,12.06,12.4,2.72,14.57,11.89,12.34,2.12,22.2,13.77,11.62,2,22.85,14.95,11.05,2.14,23.16,15.11,12.73,2.27,19.84,11.25,13.15,2.45,0.46,..,0.76,..,..,0.6,..,..,0.83,0.83,19.31,12.16,1.08,1.69,..,10.66,4.73,12.86,5.78,12.75,..,..,..,..
..Mullet (Kapak),....Palawan,306,325,48,31,26,252,60,46,132,310.5,50,39,84,353.95,54,42,91.1,518.71,79.2,38.5,68.3,501.9,85,125,77.5,451.8,489.06,22.01,125.46,403,380,37.71,92,382.49,293.22,60.57,91.06,651.49,274.24,64.51,186.7,399.57,188.81,97.71,255.11,199.75,138.62,115.16,152.63,140.96,263.99,148.44,252.38,366.52,394.35,74.5,342.93,252.18,330.73,82.63,350.87,329.56,547.67,169.74,267.01,207.56,295.44,391.48,225.5,254.61,196.98,428.18,315.85,252.54,201.83,287.69,333.22,..,..,..
..Mullet (Kapak),....Romblon,23,26,12,2,24,26,1,4,23.61,26.07,17,2.97,4.88,2.79,12.36,10.04,3.83,6,13.37,5.41,7.92,7.08,8.75,7.44,7.48,25.48,4.84,5.22,17.44,22.21,11.74,17.83,8.37,9.33,6.18,9.4,8.23,5.28,3.22,1.56,3.81,4.34,4.24,2.02,5.14,3.39,3.22,1.71,3.13,1.58,3.32,2.26,2.52,2.94,4.59,3.57,3.33,8.57,4.43,7.4,7.88,4.47,5.75,4.1,5.21,2.73,9.43,0.88,1.54,..,1.16,2.23,1.49,2.42,1.28,0.42,1.63,..,..,..
..Mullet (Kapak),..Region V (Bicol Region),189,187,158,405,250,222,160,163,225.6,173.75,178.45,168.2,407.54,486.23,218.85,239.56,301.36,347.9,303.53,333.86,315.21,440.49,305.63,463.71,258.19,441.17,639.14,937.42,511.72,328.41,194.45,501.39,827.48,803.02,442.33,441.52,684.22,722.47,413.35,404.33,693.73,608.31,194.09,274.1,691.59,575.24,152.05,217.01,648.59,594.79,117.34,181.57,466.29,372.45,138.32,191.23,209.44,464.15,133.69,413.76,192.07,411.25,306.77,151.72,162.48,313.84,246.18,163.72,173.24,547.01,277.82,180.08,234.15,427.39,1730.46,370.15,456.7,..,..,..
..Mullet (Kapak),....Albay,35,46,35,1,37,42,36,7,38,44,37,7,51.2,35,19,19,52,34,18,54,28,32.99,27.86,47.48,27.34,31.52,9.65,21.38,12.2,29.72,13.13,8.85,16.48,24.47,5.37,10.71,10.88,58.26,7.89,14.01,32.73,32.02,..,..,23.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.19,..,..,..,14.54,..,..,..,..,..,..
..Mullet (Kapak),....Camarines Norte,37,33,41,17,45,45,46,19,50.5,27.75,55,17.2,101,204,56,26,104.25,220,3,32.5,106.25,230.71,1.98,40.15,98.73,254,6.94,36.59,109.69,103.73,1,8.39,124.83,179.31,0.46,8.65,112.82,158.87,1.22,8.9,199.98,203.72,1.3,1.12,211.09,173.57,1.06,1.6,208.65,179.78,1.16,2,101.26,13.55,5.59,3.54,11.83,43.4,2.44,3.49,4.26,4.98,17.64,4.55,3.52,10.42,10.23,16.17,1.46,7.09,23.27,9.02,8.41,6.14,0.7,5.59,8.92,..,..,..
..Mullet (Kapak),....Camarines Sur,39,32,4,353,136,56,8,81,109,73,15,95,151,138,53,61,68,71,198,64,61.3,69.23,189.88,155.55,60.31,93.02,585.21,725.76,332.94,150,94.79,341.57,471.05,362.03,119.83,290.89,355.65,256.45,93.07,240.74,387.7,263.86,87.69,190.03,370.08,283.29,88.24,150.15,353.38,308.17,85,132.33,313.47,295.19,76.68,126.2,178.99,388.9,105.39,100.27,168.11,346.52,232.16,84.46,134.48,280.64,212.59,75.99,134.66,239.36,199.96,63.25,134.57,206.32,200.4,53.36,44.67,..,..,..
..Mullet (Kapak),....Catanduanes,32,33,40,27,32,31,38,21,28.1,28,41.45,17,14.34,25.23,49.85,26.18,71.11,12.78,14.53,82.49,48.25,59.49,0.47,107.86,46.42,52.51,0.27,118.06,44.91,25.3,0.22,0.17,0.12,27.74,13.2,0.12,0.13,27.41,0.34,0.34,0.33,25.19,4.46,6.63,4.36,27.37,8.41,6.91,6.01,21.23,8.38,5.67,4.02,15.24,11.07,4.16,1.82,8.69,6.92,3.87,1.44,7.19,8,3.44,0.54,6.84,1.3,2.82,1.52,5.24,16.85,3.6,0.97,4.12,8.74,2.85,2.24,..,..,..
..Mullet (Kapak),....Masbate,45,43,34,6,..,48,32,11,..,..,30,10,..,..,27,13,..,..,50,10,3,4.2,21.2,25.07,3.56,4.62,26.96,28.41,5.47,2.46,42.44,29.32,6.5,2.42,55.54,15.82,5.54,3.56,61.78,23.57,31.57,8.22,45.73,50.82,41.14,14.58,19.14,32.91,42.56,19.96,12.36,35.86,4.1,10.53,11.92,36.39,..,17.62,10.34,305.69,6.96,8.47,18.67,54.41,11.24,12.79,19.35,68.19,16.35,17,31.15,94.44,14,9.52,36.98,99.99,31.54,..,..,..
..Mullet (Kapak),....Sorsogon,1,..,4,1,..,..,..,24,..,1,..,22,90,84,14,94.38,6,10.12,20,90.87,68.41,43.87,64.24,87.6,21.83,5.5,10.11,7.22,6.51,17.2,42.87,113.09,208.5,207.05,247.93,115.33,199.2,217.92,249.05,116.77,41.42,75.3,54.91,25.5,41.74,76.43,35.2,25.44,37.99,65.65,10.44,5.71,43.44,37.94,33.06,20.94,16.8,5.54,8.6,0.44,11.3,44.09,30.3,4.86,12.7,3.15,2.71,0.55,19.25,264.13,6.59,9.77,76.2,186.75,1483.64,208.36,369.33,..,..,..
..Mullet (Kapak),..Region VI (Western Visayas),1288,658,1077,966,1502,661,1034,947,1476.81,608.47,1017.11,1037.71,1049.4,1012.63,1296.71,1101.75,1144.7,895.84,1063.71,1084.1,600.48,691.85,1327.12,856.25,571.52,745.53,992.99,1034.09,600.64,534.02,941.25,947.86,622.34,627.62,893.14,871.93,589.57,648.64,790.27,817.88,891.3,1001.45,1059.98,697.93,482.33,981.86,1012.16,511.89,496.74,1041.03,1038.62,485.02,463.55,1057.01,954.53,730.81,518.21,752.41,1087.97,408.76,345.28,747.46,759.37,1204.35,815.77,710.71,540.45,616.79,629.75,667.6,466.29,506.55,300.94,409.29,339.11,605.1,421.61,..,..,..
..Mullet (Kapak),....Aklan,26,33,30,3,26,36,32,30,27.38,36.96,34,37,24.83,50.23,128.06,31.76,65.05,47.03,51.06,41.75,45.7,66.7,46.52,26.6,47.1,94.11,49.55,42.33,43.56,67.56,48.25,29.76,48.36,45.57,40.94,33.54,54.67,45.01,48.46,32.48,51.56,60.01,57.3,42.39,69.64,61.43,59.22,34.52,67.62,69.01,71.15,38.57,64.07,74.87,60.02,42.51,71.33,78.23,41.14,31.29,59.59,78.47,36.67,38.57,45.82,66.17,34.16,49.05,56.68,70.9,36.59,55,58.84,63.51,39.88,53.04,71.06,..,..,..
..Mullet (Kapak),....Antique,5,1,2,2,3,2,..,2,5,2,0.3,2.07,1.43,2.2,0.42,1.13,4.74,4.23,6.96,8.24,8.97,4.16,2.96,3.66,7.72,5.34,4.11,5.29,6.72,8.5,7.91,8.25,8.19,7.66,9.97,13.75,9.71,8.74,9.2,13.1,11.98,9.91,12.61,15,13.03,10.1,11.68,14.03,15.47,10.41,13.47,13.64,14.98,12,10.41,12.64,16.16,6.63,7.61,13,24.45,11.83,8.1,11.14,16.17,9,6.01,10.61,18.06,14.78,7.32,11.62,10.1,9.42,9.37,11.73,10.1,..,..,..
..Mullet (Kapak),....Capiz,131,199,277,200,220,209,285,109,222.63,153.59,273.11,106.74,264.27,230.41,205.8,134,248.5,264,204.74,161.48,233.91,358.11,267.53,177.21,230.41,359.91,252.59,199.36,204.27,191.75,189.33,119.97,64.66,204.13,213.14,132.82,71.01,196.59,177.4,150.01,116.51,357.4,396.01,30.76,51.28,510.93,393.25,54.01,48.44,446.43,316.19,23.84,48.91,307.28,240.91,189.63,38.75,301.55,287.02,97.95,70.11,239.51,239.09,238.96,120.9,182.35,79.88,89.34,74.36,130.72,123.31,134.01,61.22,71.97,81.43,98.04,88.12,..,..,..
..Mullet (Kapak),....Guimaras,2,1,..,4,5,8,..,12,10,10,10,13.1,20,15,77.66,33.16,40,50.3,68.15,88.73,90,50,52.26,92.09,103.42,69.4,59.86,66.89,63.03,54.9,52.04,64.29,72.17,59.8,36.24,42.61,75.44,47.55,14.54,30.37,56.14,43.18,34.46,43.68,40.06,53.2,55.84,55.71,39.29,33.79,38.45,37.59,36.44,40.49,32.36,22.21,42.65,54.94,34.72,31.61,18.41,25.21,22.86,31.87,23.82,40.34,21.46,22.21,25.35,35.42,29.21,31.09,28.04,40.18,32.37,34.97,29.65,..,..,..
..Mullet (Kapak),....Iloilo,978,310,659,624,1116,290,614,634,1113.66,294.83,599.38,665.36,518.99,300,547.4,560,526,338.72,549,455,120.41,108.19,510.16,468.95,129,127.37,460.68,498.31,123.76,92.49,443.93,395.89,108.22,97.97,276.07,403.3,116.64,127.16,240.63,374.68,316.03,276.66,222.82,334.69,52.01,65.88,158.68,73.83,36.99,52.33,112.17,95.48,37.44,199.82,112.54,155.72,170.21,89.34,93.28,117.53,37.58,106.52,103.36,165.55,376.05,80.72,123.93,93.9,81.2,71.27,169.93,75.04,112.92,141.52,125.87,67.37,42.68,..,..,..
..Mullet (Kapak),....Negros Occidental,146,114,109,133,132,116,103,160,98.14,111.09,100.32,213.44,219.88,414.79,337.37,341.7,260.41,191.56,183.8,328.9,101.49,104.69,447.69,87.74,53.87,89.4,166.2,221.91,159.3,118.82,199.79,329.7,320.74,212.49,316.78,245.91,262.1,223.59,300.04,217.24,339.08,254.29,336.78,231.41,256.31,280.32,333.49,279.79,288.93,429.06,487.19,275.9,261.71,422.55,498.29,308.1,179.11,221.72,624.2,117.38,135.14,285.92,349.29,718.26,233.01,332.13,275.01,351.68,374.1,344.51,99.93,199.79,29.82,82.69,50.19,339.95,180,..,..,..
..Mullet (Kapak),..Region VII (Central Visayas),20,13,15,20,20,14,13,228,21.05,13.8,15.07,230.93,24.89,23.35,87.64,119.37,135.45,180.86,135.57,107.64,145.68,175.37,126,96.31,134.29,150.94,139.66,186.38,169.49,52.68,98.68,162.93,137.02,96.12,90.04,120.19,92.91,80.15,101.07,110.97,87.34,74.23,69.21,72.76,101.33,82.36,58.14,53.93,109.17,59.71,89.17,114.2,89.38,52.83,61.63,65.13,96.25,87.49,81.19,78.05,193.64,124.29,101.02,122.8,155.12,104.24,42.06,77.89,200.37,211.35,209.27,60.31,235.02,232.17,257.8,143.92,76.63,..,..,..
..Mullet (Kapak),....Bohol,..,..,..,..,..,..,..,..,..,..,..,..,1,10,72,72,71,72,59,60,88,87.83,71.83,7,69.14,69.8,62.06,60.07,68.29,20.29,16.44,66.89,56.57,17.88,15.34,23.29,19.95,6.35,13.28,14.47,16.22,8.87,12.12,8.95,15.5,11,10.27,7.7,11.58,12.44,14.13,20.96,10.12,15.31,15.11,27.51,16.18,12.37,8.6,22.92,26.57,23.03,5.41,39.95,39.85,7.02,11.65,8.25,19.23,8.32,24.5,31.47,5.18,15.44,22.02,12.01,2.4,..,..,..
..Mullet (Kapak),....Cebu,2,2,4,2,2,2,2,214,2.08,2.04,2.11,216.85,11.62,2.86,9.1,39.04,53.5,30,25.51,21,30,50,35,73,48.08,59.05,55.51,84.53,74.06,19.49,71.76,73.2,65.95,65.94,64.68,76.94,61.87,64.59,79.35,80.67,58.61,57.15,49.96,49.15,74.61,65.56,40.33,32.35,87.85,42.53,69.18,83.51,74.18,33.22,36.19,25.6,72.71,60,47.61,30.46,148.16,80.67,61.7,27.42,92.95,62.23,10.79,39.49,178.02,191.05,180.58,21.63,190.39,178.82,187.27,69.71,50.38,..,..,..
..Mullet (Kapak),....Negros Oriental,10,6,8,16,10,7,8,11,10.62,6.76,10,11,6.5,4.3,3.3,4.15,9.59,71.28,48.87,24.64,26.68,35.54,17.67,15.9,17.06,19.87,20.89,41.11,27.1,11,9.04,20.95,14.06,11.61,8.95,18.96,10.82,8.41,7.34,15.03,12.21,7.34,5.88,13.71,10.96,5.21,6.54,12.98,9.52,4.14,5.83,9.25,4.83,3.66,10.28,11.57,7.09,14.27,24.88,24.07,18.67,19.79,33.78,54.64,22.02,34.02,19.44,29.54,2.87,11.03,4.03,6.71,39.21,37.08,48.33,61.75,23.67,..,..,..
..Mullet (Kapak),....Siquijor,8,5,3,2,8,5,3,3,8.35,5,2.96,3.08,5.77,6.19,3.24,4.18,1.36,7.58,2.19,2,1,2,1.5,0.41,0.01,2.22,1.2,0.67,0.04,1.9,1.44,1.89,0.44,0.69,1.07,1,0.27,0.8,1.1,0.8,0.3,0.87,1.25,0.95,0.26,0.59,1,0.9,0.22,0.6,0.03,0.48,0.25,0.64,0.05,0.45,0.27,0.85,0.1,0.6,0.24,0.8,0.13,0.79,0.3,0.97,0.18,0.61,0.25,0.95,0.16,0.5,0.24,0.83,0.18,0.45,0.18,..,..,..
..Mullet (Kapak),..Region VIII (Eastern Visayas),211,184,335,287,467,433,375,619,442,428.55,421.66,659.42,621.55,508.75,460.5,697.4,658.55,481.5,533.03,439.23,514.56,462.08,510.67,353.45,304.99,348.87,420.53,374.54,434.32,164.62,375.67,224.1,354.39,917.96,508.52,479.11,253.1,868.19,506.9,650.53,273.2,423,432.24,519.19,318.89,294.61,430.48,248.64,175.1,247.74,290.84,308.4,209.62,394.62,428.79,313.37,786.96,323.88,485.12,525.83,279.83,337.23,348.15,371.3,535.31,338.11,403.61,436.49,303.29,365.16,429.44,426,388.33,347.21,376.57,505.73,325.46,..,..,..
..Mullet (Kapak),....Biliran,10,10,12,6,9,10,13,6,8,9.9,12.41,5.92,9.03,14,17,6,9.75,13.7,16,4.25,0.31,7,6,0.8,..,24.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.91,3.43,..,4.69,9.68,3.26,3.34,1.09,13.1,27.92,13.39,15.57,13.76,12.65,11.89,9.72,0.05,..,..,..
..Mullet (Kapak),....Eastern Samar,..,..,..,..,50,20,20,10,..,10,11,12,10.02,17,25,27,40.2,45.2,41.9,42.4,44.5,46.23,10.7,23.37,62,27.72,15.52,13.8,45.78,12.28,33.73,16.23,32.11,14.87,34.64,25.12,33.06,12.49,21.45,36.19,27.35,24.17,20.63,32.13,26.05,26.27,25.21,32.05,21.38,24.8,23.37,30.89,8.25,41.85,21.44,16.18,1.19,8.78,12.66,18.78,5.8,3.14,7.6,13.58,0.9,27.11,..,17.94,12.72,4.54,2.22,17.46,21.3,2.77,..,28.71,26.37,..,..,..
..Mullet (Kapak),....Leyte,40,41,210,210,234,90,185,250,247,94.67,234,265,259,132.25,252,263.5,264,143,280,60.6,56.75,150.23,271.94,61.21,56.9,75.64,181,175.5,233.55,40.16,4,..,114,112,5,10,6,93,81,65,4.69,114.46,75.25,24.85,13.97,35.45,73.97,2.99,3.23,2.85,3.63,4.65,8.12,2.53,6.68,39.54,486.63,78.89,35.51,113.18,78.48,65.04,18.94,9.73,177.38,34.28,22.18,18.01,7.54,9.19,14.09,10.01,6.29,11.12,8.75,7.79,20.32,..,..,..
..Mullet (Kapak),....Northern Samar,76,49,32,6,81,71,66,85,86,73,69,89,88,68,39,43.5,72,65,40.63,84.42,52,66.05,58.29,87.84,84.35,87.02,95.51,96.79,65,20.18,91.42,89.83,81.99,107.09,144.38,135.48,81.77,110.2,132.45,119.5,75.93,102.63,127.59,101.3,73.61,82.13,115.93,110.03,68.66,72.01,109.25,101.28,66.89,68.73,113.27,90.34,62.03,61.45,111.42,83.21,51.37,54.61,96.32,75.61,51.76,52.85,85.62,88.25,8.33,100.46,76.2,110.43,36.63,76.34,145.25,153.82,43.73,..,..,..
..Mullet (Kapak),....Samar,54,33,54,50,61,190,65,253,67,187.48,70,270,220,220,100,330,240,150,120,202.67,320,139.57,139.61,128.91,76.94,83,110,51.77,67.99,60,232.66,101.04,112.15,659,304.5,296.51,120.27,629.5,258,419.59,160.02,161.81,205.78,356.81,200.05,145.64,195.13,99.47,76.28,142.02,137.08,166.88,119.19,274.85,268.53,162.36,229.05,168.63,324.5,310.66,135.64,211.01,225.26,265.59,291.49,218.08,292.28,309.91,261.6,223.05,321.85,271.68,310.35,244.21,210.68,304.26,234.99,..,..,..
..Mullet (Kapak),....Southern Leyte,31,51,27,15,32,52,26,15,34,53.5,25.25,17.5,35.5,57.5,27.5,27.4,32.6,64.6,34.5,44.89,41,53,24.13,51.32,24.8,51.47,18.5,36.68,22,32,13.86,17,14.14,25,20,12,12,23,14,10.25,5.21,19.93,2.99,4.1,5.21,5.12,20.24,4.1,5.55,6.06,17.51,4.7,7.17,6.66,18.87,4.95,8.06,6.13,1.03,..,2.63,..,0.03,2.1,4.1,2.53,0.19,1.29,..,..,1.69,0.85,..,0.12,..,1.43,..,..,..,..
